71950.6336513907 655.746471858041
72070.6336513907 655.746483479681
72190.6336513907 655.746478312466
72310.6336513907 655.746470776125
72430.6336513907 655.74647653864
72550.6336513907 655.746474432903
72670.6336513907 655.746476417325
72790.6336513907 655.746474967695
72910.6336513907 655.746478589499
73030.6336513907 655.746486007299
73150.6336513907 655.746482257705
73270.6336513907 655.74647601201
73390.6336513907 655.746476451017
73510.6336513907 655.746463382973
73630.6336513907 655.746475100653
73750.6336513907 655.746474037998
73870.6336513907 655.746472269896
73990.6336513907 655.746474521387
74110.6336513907 655.746476708141
74230.6336513907 655.74647182033
74350.6336513907 655.746473494778
74470.6336513907 655.746471776446
74590.6336513907 655.746475012585
74710.6336513907 655.746477847921
74830.6336513907 655.746474770354
74950.6336513907 655.746479720668
75070.6336513907 655.746469744666
75190.6336513907 655.746469168112
75310.6336513907 655.746471903475
75430.6336513907 655.74647004458
75550.6336513907 655.746471517311
75670.6336513907 655.746470623042
75790.6336513907 655.746470392018
75910.6336513907 655.746470044689
76030.6336513907 655.746471846217
76150.6336513907 655.746467701895
76270.6336513907 655.746465933106
76390.6336513907 655.74647201521
76510.6336513907 655.746467730012
76630.6336513907 655.746467694564
76750.6336513907 655.746471848481
76870.6336513907 655.746467579719
76990.6336513907 655.74647272941
77110.6336513907 655.746470252552
77230.6336513907 655.746473637128
77350.6336513907 655.746469243952
77470.6336513907 655.74646970279
77590.6336513907 655.746466182275
77710.6336513907 655.746468229956
77830.6336513907 655.746468463657
77950.6336513907 655.746474342037
78070.6336513907 655.746464817849
78190.6336513907 655.746474689654
78310.6336513907 655.746480521488
78430.6336513907 655.746469357814
78550.6336513907 655.746476136633
78670.6336513907 655.746472372193
78790.6336513907 655.746467990103
78910.6336513907 655.746476212823
79030.6336513907 655.746465418261
79150.6336513907 655.746473342089
79270.6336513907 655.746471710383
79390.6336513907 655.746474133832
79510.6336513907 655.74646810772
79630.6336513907 655.746468212388
79750.6336513907 655.746466713452
79870.6336513907 655.746474701406
79990.6336513907 655.746471997707
80110.6336513907 655.746467265943
80230.6336513907 655.746464970147
80350.6336513907 655.746478576919
80470.6336513907 655.746465087874
80590.6336513907 655.746463430558
80710.6336513907 655.746472928912
80830.6336513907 655.746462132251
